Dialog30A_receive,1,Noah,今天也还是你把信送来的。 ,Noah_Soft
Dialog30A_receive,2,Noah,我已经开始习惯听见你的声音了。 ,Noah_Soft
Dialog30A_receive,4,Noah,……今天，你又想让我告诉什么呢？ ,Noah_Soft
Dialog30open,0,Noah,……她的速涂。,Noah_Recognition
Dialog30open,1,Noah,这是什么时候画的？,Noah_Recognition
Dialog30open,2,Noah,（微笑）她的画还是这么好看。,Noah_Soft
Dialog30open,3,Noah,so light…,Noah_Recognition
Dialog30open,4,Noah,……lighter？,Noah_Sad
Dialog31open,0,Noah,……这是写给她的信。,Noah_Recognition
Dialog31open,1,Noah,deadline？,Noah_Recognition
Dialog31open,2,Noah,她从来没和我说过。,Noah_Sad
Dialog31open,3,Noah,原来那段时间。,Noah_Sad
Dialog31open,4,Noah,她也一直撑着。 ,Noah_Regret
Dialog32open,0,Noah,you look tired…,Noah_Recognition
Dialog32open,1,Noah,maybe I should stay…,Noah_Sad
Dialog32open,2,Noah,stay 被划掉了。,Noah_Recognition
Dialog32open,3,Noah,It’s ok…,Noah_Sad
Dialog32open,4,Noah,Without—— me。,Noah_Recognition
Dialog32open,5,Noah,……她那时候就在想这个吗？,Noah_Crying
Dialog39success,0,Noah,"I thought you'd be lighter without me.",Noah_Recognition
Dialog39success,1,Noah,……你以为没有你，我会轻松一点。,Noah_Sad
Dialog39success,2,Noah,Elena……不是这样的。,Noah_Crying
Dialog39success,3,Noah,我只是想把一切都撑住。,Noah_Regret
Dialog39success,4,Noah,可我从来没想过失去你。 ,Noah_Crying
Dialog40A_receive,0,Noah,……你来了。,Noah_Soft
Dialog40A_receive,1,Noah,今天也有信。 ,Noah_Soft
Dialog40A_receive,2,Noah,我已经开始等你出现了。 ,Noah_Sad
Dialog40A_receive,3,Noah,好像只要你来。 ,Noah_Soft
Dialog40A_receive,4,Noah,我就还能知道一些关于她的事。 ,Noah_Recognition
Dialog40open,0,Noah,……她的日记页。,Noah_Recognition
Dialog40open,1,Noah,她试着做松饼？ ,Noah_Recognition
Dialog40open,2,Noah,（轻笑）她总觉得自己能学会。 ,Noah_Soft
Dialog40open,3,Noah,因为我加班。 ,Noah_Sad
Dialog40open,4,Noah,她想帮我一点。 ,Noah_Regret
Dialog40open,5,Noah,because of you…,Noah_Recognition
Dialog40open,6,Noah,……她写下这句话的时候。 ,Noah_Sad
Dialog40open,7,Noah,到底在想什么？ ,Noah_Regret
Dialog41open,0,Noah,……新闻报道。 ,Noah_Recognition
Dialog41open,1,Noah,那天晚上的事故。 ,Noah_Sad
Dialog41open,2,Noah,转弯时没有注意到行人。 ,Noah_Recognition
Dialog41open,3,Noah,只是……一个意外。 ,Noah_Sad
Dialog41open,4,Noah,可我从来没办法这样想。 ,Noah_Regret
Dialog42open,0,Noah,警方报告。 ,Noah_Recognition
Dialog42open,1,Noah,Conclusion… ,Noah_Recognition
Dialog42open,2,Noah,The incident was just that—an accident. ,Noah_Recognition
Dialog42open,3,Noah,没有其他原因。 ,Noah_Sad
Dialog42open,4,Noah,没有责任归属。 ,Noah_Regret
Dialog43open,0,Noah,……医疗记录。 ,Noah_Recognition
Dialog43open,1,Noah,No related individuals present. ,Noah_Recognition
Dialog43open,2,Noah,没有人陪她。 ,Noah_Sad
Dialog43open,3,Noah,她一个人被送进医院。 ,Noah_Crying
Dialog43open,4,Noah,而我那时候……甚至不知道。 ,Noah_Regret
Dialog49success,0,Noah,"The accident was just that.",Noah_Recognition
Dialog49success,1,Noah,"This wasn't because of you.",Noah_Recognition
Dialog49success,2,Noah,……不是因为我。 ,Noah_Sad
Dialog49success,3,Noah,她不是因为我离开的。 ,Noah_Crying
Dialog49success,4,Noah,可我为什么还是觉得。 ,Noah_Regret
Dialog49success,5,Noah,我没能把她留下。 ,Noah_Crying
Dialog50A_receive,0,Noah,……今天没有信。,Noah_Neutral
Dialog50A_receive,1,Noah,它没有来。,Noah_Sad
Dialog50A_receive,2,Noah,是出了什么意外么。 ,Noah_Sad
Dialog59success,0,Noah,"Still here…",Noah_Recognition
Dialog59success,1,Noah,"with you.",Noah_Recognition
Dialog59success,2,Noah,……你来了。 ,Noah_Soft
Dialog59success,3,Noah,一直把这些信带来的人。 ,Noah_Sad
Dialog59success,4,Noah,就是你，对吗？ ,Noah_Recognition
Dialog59success,5,Noah,那只白鸟…… ,Noah_Sad
Dialog59success,6,Noah,是你吗，Elena？ ,Noah_Crying
Dialog59success,7,Noah,……求你告诉我。 ,Noah_Soft
DialogName,LineIndex,ID,Text,ImagePath
Dialog60A_receive,0,Noah,……你来了。,Noah_Soft
Dialog60A_receive,1,Noah,这是……我们最爱的电影。 ,Noah_Soft
Dialog60A_receive,2,Noah,你要走了吗？ ,Noah_Crying

Dialog60open,0,Noah,"You saw me.",Noah_Recognition
Dialog60open,1,Noah,"I loved you.",Noah_Crying

Dialog69success,0,Noah,"You saw me.",Noah_Recognition
Dialog69success,1,Noah,"I loved you.",Noah_Recognition
Dialog69success,2,Noah,……我知道。 ,Noah_Sad
Dialog69success,3,Noah,我都知道。 ,Noah_Soft
Dialog69success,4,Noah,"Elena, 请输入文本",Noah_Crying
